NAME,STUSAB,SUMLEV,REGION,DIVISION,STATE,COUNTY,AREALAND,AREAWATR,POP100,HU100,INTPTLAT,INTPTLON,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010047,P0010063,P0010070,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020028,P0020049,P0020065,P0020072,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030026,P0030047,P0030063,P0030070,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040028,P0040049,P0040065,P0040072,H0010001,H0010002,H0010003,,,,,,,,,,,,
Geneva County,AL,50.00,3.00,6.00,1.00,61.00,1487710425.00,11765293.00,26790.00,12687.00,+31.0908664,-85.82,26790.00,26374.00,23127.00,2539.00,224.00,67.00,8.00,409.00,416.00,394.00,128.00,172.00,25.00,1.00,36.00,22.00,0.00,1.00,5.00,1.00,0.00,1.00,2.00,0.00,0.00,18.00,1.00,3.00,0.00,26790.00,920.00,25870.00,25499.00,22692.00,2523.00,197.00,64.00,8.00,15.00,371.00,349.00,18.00,1.00,3.00,0.00,20799.00,20591.00,18202.00,1901.00,175.00,55.00,4.00,254.00,208.00,192.00,16.00,0.00,0.00,0.00,20799.00,530.00,20269.00,20080.00,17968.00,1891.00,158.00,52.00,4.00,7.00,189.00,173.00,16.00,0.00,0.00,0.00,12687.00,10920.00,1767.00,,,,,,,,,,,,
Greene County,AL,50.00,3.00,6.00,1.00,63.00,1676007032.00,33231212.00,9045.00,5007.00,+32.8444965,-87.96,9045.00,9002.00,1575.00,7370.00,17.00,15.00,0.00,25.00,43.00,41.00,16.00,5.00,2.00,0.00,4.00,13.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,9045.00,69.00,8976.00,8937.00,1562.00,7349.00,11.00,15.00,0.00,0.00,39.00,38.00,1.00,0.00,0.00,0.00,6851.00,6831.00,1357.00,5427.00,17.00,13.00,0.00,17.00,20.00,19.00,1.00,0.00,0.00,0.00,6851.00,41.00,6810.00,6792.00,1353.00,5415.00,11.00,13.00,0.00,0.00,18.00,18.00,0.00,0.00,0.00,0.00,5007.00,3764.00,1243.00,,,,,,,,,,,,
Hale County,AL,50.00,3.00,6.00,1.00,65.00,1667803914.00,32525967.00,15760.00,7655.00,+32.7527958,-87.62,15760.00,15672.00,6266.00,9301.00,25.00,35.00,1.00,44.00,88.00,75.00,14.00,27.00,7.00,0.00,14.00,3.00,7.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,15760.00,140.00,15620.00,15544.00,6213.00,9265.00,23.00,35.00,1.00,7.00,76.00,65.00,11.00,0.00,0.00,0.00,11845.00,11784.00,5013.00,6699.00,15.00,29.00,1.00,27.00,61.00,54.00,7.00,0.00,0.00,0.00,11845.00,90.00,11755.00,11701.00,4979.00,6677.00,13.00,29.00,1.00,2.00,54.00,47.00,7.00,0.00,0.00,0.00,7655.00,6273.00,1382.00,,,,,,,,,,,,
Henry County,AL,50.00,3.00,6.00,1.00,67.00,1454926258.00,16986789.00,17302.00,8891.00,+31.5169779,-85.24,17302.00,17126.00,11865.00,4942.00,57.00,54.00,2.00,206.00,176.00,168.00,73.00,51.00,12.00,2.00,10.00,10.00,3.00,2.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,0.00,0.00,17302.00,389.00,16913.00,16752.00,11731.00,4915.00,54.00,45.00,2.00,5.00,161.00,153.00,6.00,2.00,0.00,0.00,13384.00,13308.00,9391.00,3713.00,44.00,36.00,2.00,122.00,76.00,71.00,5.00,0.00,0.00,0.00,13384.00,234.00,13150.00,13079.00,9305.00,3698.00,43.00,29.00,2.00,2.00,71.00,66.00,5.00,0.00,0.00,0.00,8891.00,6994.00,1897.00,,,,,,,,,,,,
Houston County,AL,50.00,3.00,6.00,1.00,69.00,1501737720.00,4739984.00,101547.00,45319.00,+31.1581928,-85.30,101547.00,99788.00,71053.00,26176.00,446.00,820.00,49.00,1244.00,1759.00,1641.00,581.00,459.00,174.00,17.00,165.00,95.00,56.00,20.00,39.00,5.00,5.00,8.00,8.00,9.00,0.00,104.00,12.00,2.00,0.00,101547.00,2995.00,98552.00,97107.00,69731.00,26038.00,393.00,806.00,43.00,96.00,1445.00,1355.00,80.00,8.00,2.00,0.00,76621.00,75767.00,55679.00,18237.00,351.00,622.00,39.00,839.00,854.00,782.00,64.00,6.00,2.00,0.00,76621.00,1945.00,74676.00,73984.00,54818.00,18162.00,315.00,612.00,33.00,44.00,692.00,638.00,47.00,5.00,2.00,0.00,45319.00,40969.00,4350.00,,,,,,,,,,,,
Jackson County,AL,50.00,3.00,6.00,1.00,71.00,2791664869.00,126657194.00,53227.00,24786.00,+34.7635224,-85.98,53227.00,51849.00,48348.00,1781.00,719.00,185.00,48.00,768.00,1378.00,1361.00,227.00,942.00,54.00,9.00,71.00,30.00,1.00,0.00,8.00,2.00,1.00,9.00,3.00,3.00,1.00,17.00,0.00,0.00,0.00,53227.00,1339.00,51888.00,50606.00,47937.00,1771.00,680.00,165.00,29.00,24.00,1282.00,1270.00,12.00,0.00,0.00,0.00,41242.00,40381.00,37853.00,1321.00,577.00,138.00,37.00,455.00,861.00,857.00,4.00,0.00,0.00,0.00,41242.00,771.00,40471.00,39646.00,37615.00,1317.00,552.00,125.00,23.00,14.00,825.00,821.00,4.00,0.00,0.00,0.00,24786.00,21513.00,3273.00,,,,,,,,,,,,
Jefferson County,AL,50.00,3.00,6.00,1.00,73.00,2878192209.00,32474487.00,658466.00,300552.00,+33.5534439,-86.90,658466.00,651191.00,349166.00,276525.00,1740.00,9158.00,244.00,14358.00,7275.00,6778.00,2069.00,1450.00,1130.00,53.00,709.00,509.00,252.00,59.00,262.00,38.00,4.00,44.00,29.00,128.00,42.00,450.00,43.00,4.00,0.00,658466.00,25488.00,632978.00,626925.00,340213.00,275511.00,1431.00,9085.00,154.00,531.00,6053.00,5656.00,357.00,38.00,2.00,0.00,503938.00,499863.00,280999.00,200810.00,1344.00,7042.00,183.00,9485.00,4075.00,3789.00,258.00,24.00,4.00,0.00,503938.00,17090.00,486848.00,483434.00,274788.00,200129.00,1134.00,6994.00,119.00,270.00,3414.00,3188.00,202.00,22.00,2.00,0.00,300552.00,263568.00,36984.00,,,,,,,,,,,,
Lamar County,AL,50.00,3.00,6.00,1.00,75.00,1566544654.00,1600679.00,14564.00,7354.00,+33.7870852,-88.09,14564.00,14381.00,12626.00,1643.00,24.00,4.00,2.00,82.00,183.00,177.00,62.00,66.00,12.00,2.00,9.00,16.00,0.00,0.00,5.00,1.00,0.00,0.00,2.00,2.00,0.00,5.00,0.00,1.00,0.00,14564.00,180.00,14384.00,14210.00,12542.00,1635.00,24.00,4.00,1.00,4.00,174.00,169.00,5.00,0.00,0.00,0.00,11337.00,11242.00,9944.00,1217.00,22.00,4.00,1.00,54.00,95.00,90.00,4.00,0.00,1.00,0.00,11337.00,116.00,11221.00,11129.00,9892.00,1210.00,22.00,4.00,1.00,0.00,92.00,88.00,4.00,0.00,0.00,0.00,7354.00,6103.00,1251.00,,,,,,,,,,,,
Lauderdale County,AL,50.00,3.00,6.00,1.00,77.00,1729327931.00,138027479.00,92709.00,43791.00,+34.9041221,-87.65,92709.00,91403.00,80112.00,9257.00,338.00,685.00,34.00,977.00,1306.00,1265.00,526.00,404.00,116.00,9.00,114.00,47.00,9.00,5.00,14.00,3.00,0.00,2.00,9.00,6.00,1.00,35.00,5.00,1.00,0.00,92709.00,2082.00,90627.00,89479.00,79228.00,9190.00,323.00,675.00,23.00,40.00,1148.00,1110.00,33.00,5.00,0.00,0.00,72727.00,72065.00,63737.00,6880.00,265.00,576.00,26.00,581.00,662.00,627.00,29.00,5.00,1.00,0.00,72727.00,1262.00,71465.00,70880.00,63181.00,6843.00,255.00,566.00,18.00,17.00,585.00,553.00,27.00,5.00,0.00,0.00,43791.00,38680.00,5111.00,,,,,,,,,,,,
Lawrence County,AL,50.00,3.00,6.00,1.00,79.00,1788846568.00,68688464.00,34339.00,15229.00,+34.5297759,-87.32,34339.00,32861.00,26647.00,3938.00,1953.00,42.00,6.00,275.00,1478.00,1428.00,118.00,1174.00,40.00,11.00,35.00,27.00,1.00,1.00,2.00,14.00,0.00,4.00,0.00,0.00,1.00,43.00,3.00,4.00,0.00,34339.00,574.00,33765.00,32336.00,26420.00,3917.00,1928.00,41.00,5.00,25.00,1429.00,1389.00,40.00,0.00,0.00,0.00,26375.00,25442.00,20866.00,3059.00,1337.00,34.00,6.00,140.00,933.00,916.00,13.00,2.00,2.00,0.00,26375.00,307.00,26068.00,25148.00,20737.00,3043.00,1328.00,33.00,5.00,2.00,920.00,907.00,13.00,0.00,0.00,0.00,15229.00,13654.00,1575.00,,,,,,,,,,,,
Lee County,AL,50.00,3.00,6.00,1.00,81.00,1573510728.00,21530362.00,140247.00,62391.00,+32.6040644,-85.35,140247.00,137988.00,100006.00,31901.00,445.00,3658.00,105.00,1873.00,2259.00,2121.00,654.00,447.00,450.00,46.00,204.00,77.00,75.00,8.00,67.00,5.00,5.00,8.00,30.00,40.00,5.00,126.00,11.00,1.00,0.00,140247.00,4571.00,135676.00,133816.00,97900.00,31674.00,397.00,3615.00,66.00,164.00,1860.00,1764.00,85.00,10.00,1.00,0.00,108656.00,107395.00,79707.00,23150.00,318.00,2841.00,82.00,1297.00,1261.00,1178.00,74.00,8.00,1.00,0.00,108656.00,3182.00,105474.00,104440.00,78205.00,23004.00,291.00,2811.00,53.00,76.00,1034.00,972.00,54.00,7.00,1.00,0.00,62391.00,55682.00,6709.00,,,,,,,,,,,,
Limestone County,AL,50.00,3.00,6.00,1.00,83.00,1450228326.00,122381869.00,82782.00,34977.00,+34.8102387,-86.98,82782.00,81314.00,66506.00,10429.00,547.00,924.00,42.00,2866.00,1468.00,1401.00,428.00,478.00,189.00,17.00,151.00,35.00,24.00,4.00,25.00,6.00,0.00,8.00,2.00,20.00,14.00,63.00,4.00,0.00,0.00,82782.00,4591.00,78191.00,76969.00,65112.00,10350.00,487.00,911.00,26.00,83.00,1222.00,1166.00,52.00,4.00,0.00,0.00,62923.00,62165.00,51331.00,8059.00,406.00,628.00,24.00,1717.00,758.00,722.00,36.00,0.00,0.00,0.00,62923.00,2708.00,60215.00,59561.00,50505.00,8018.00,368.00,621.00,15.00,34.00,654.00,625.00,29.00,0.00,0.00,0.00,34977.00,31446.00,3531.00,,,,,,,,,,,,
Lowndes County,AL,50.00,3.00,6.00,1.00,85.00,1854199648.00,23723525.00,11299.00,5140.00,+32.1478880,-86.65,11299.00,11239.00,2859.00,8310.00,25.00,14.00,0.00,31.00,60.00,51.00,17.00,13.00,2.00,0.00,0.00,2.00,10.00,1.00,2.00,3.00,0.00,0.00,0.00,1.00,0.00,9.00,0.00,0.00,0.00,11299.00,87.00,11212.00,11167.00,2841.00,8283.00,25.00,14.00,0.00,4.00,45.00,42.00,3.00,0.00,0.00,0.00,8567.00,8529.00,2339.00,6144.00,18.00,12.00,0.00,16.00,38.00,31.00,7.00,0.00,0.00,0.00,8567.00,55.00,8512.00,8483.00,2329.00,6124.00,18.00,12.00,0.00,0.00,29.00,26.00,3.00,0.00,0.00,0.00,5140.00,4352.00,788.00,,,,,,,,,,,,
Macon County,AL,50.00,3.00,6.00,1.00,87.00,1577005015.00,11194263.00,21452.00,10259.00,+32.3870267,-85.69,21452.00,21224.00,3319.00,17729.00,29.00,76.00,2.00,69.00,228.00,181.00,73.00,22.00,8.00,3.00,4.00,41.00,17.00,5.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,5.00,0.00,0.00,21452.00,232.00,21220.00,21016.00,3267.00,17631.00,28.00,76.00,2.00,12.00,204.00,166.00,35.00,3.00,0.00,0.00,17032.00,16877.00,2747.00,13985.00,28.00,65.00,2.00,50.00,155.00,120.00,30.00,5.00,0.00,0.00,17032.00,185.00,16847.00,16710.00,2702.00,13909.00,27.00,65.00,2.00,5.00,137.00,111.00,23.00,3.00,0.00,0.00,10259.00,8499.00,1760.00,,,,,,,,,,,,
Madison County,AL,50.00,3.00,6.00,1.00,89.00,2076116529.00,28771340.00,334811.00,146447.00,+34.7642377,-86.55,334811.00,326556.00,228280.00,80376.00,2551.00,8265.00,365.00,6719.00,8255.00,7580.00,2065.00,2132.00,1554.00,84.00,514.00,399.00,244.00,54.00,254.00,36.00,20.00,35.00,45.00,114.00,30.00,626.00,46.00,3.00,0.00,334811.00,15404.00,319407.00,312256.00,221445.00,79517.00,2335.00,8167.00,321.00,471.00,7151.00,6604.00,513.00,32.00,2.00,0.00,255321.00,250918.00,178536.00,59463.00,1875.00,6308.00,255.00,4481.00,4403.00,4039.00,338.00,23.00,3.00,0.00,255321.00,10176.00,245145.00,241274.00,173916.00,58910.00,1747.00,6250.00,218.00,233.00,3871.00,3569.00,283.00,17.00,2.00,0.00,146447.00,134700.00,11747.00,,,,,,,,,,,,
Marengo County,AL,50.00,3.00,6.00,1.00,91.00,2530112461.00,14994547.00,21027.00,10237.00,+32.2475911,-87.79,21027.00,20863.00,9751.00,10872.00,34.00,53.00,13.00,140.00,164.00,156.00,56.00,33.00,13.00,2.00,15.00,17.00,6.00,5.00,7.00,1.00,0.00,1.00,0.00,0.00,0.00,7.00,1.00,0.00,0.00,21027.00,352.00,20675.00,20539.00,9607.00,10838.00,31.00,53.00,9.00,1.00,136.00,132.00,3.00,1.00,0.00,0.00,15836.00,15751.00,7666.00,7924.00,21.00,42.00,8.00,90.00,85.00,79.00,5.00,1.00,0.00,0.00,15836.00,237.00,15599.00,15530.00,7567.00,7896.00,20.00,42.00,4.00,1.00,69.00,66.00,2.00,1.00,0.00,0.00,10237.00,8535.00,1702.00,,,,,,,,,,,,
Marion County,AL,50.00,3.00,6.00,1.00,93.00,1922526826.00,3313145.00,30776.00,14737.00,+34.1382194,-87.88,30776.00,30435.00,28791.00,1184.00,101.00,54.00,14.00,291.00,341.00,331.00,98.00,148.00,17.00,7.00,54.00,4.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,30776.00,632.00,30144.00,29865.00,28509.00,1178.00,94.00,53.00,7.00,24.00,279.00,270.00,9.00,0.00,0.00,0.00,24111.00,23920.00,22661.00,944.00,83.00,49.00,8.00,175.00,191.00,183.00,8.00,0.00,0.00,0.00,24111.00,360.00,23751.00,23582.00,22501.00,940.00,79.00,48.00,3.00,11.00,169.00,162.00,7.00,0.00,0.00,0.00,14737.00,12651.00,2086.00,,,,,,,,,,,,
Marshall County,AL,50.00,3.00,6.00,1.00,95.00,1465522757.00,148503356.00,93019.00,40342.00,+34.3095637,-86.32,93019.00,91455.00,81464.00,1494.00,706.00,478.00,103.00,7210.00,1564.00,1515.00,402.00,621.00,106.00,24.00,251.00,17.00,1.00,0.00,11.00,8.00,10.00,25.00,9.00,15.00,15.00,30.00,10.00,8.00,1.00,93019.00,11238.00,81781.00,80620.00,78060.00,1389.00,570.00,475.00,63.00,63.00,1161.00,1141.00,18.00,1.00,1.00,0.00,69760.00,68946.00,62609.00,1089.00,542.00,362.00,57.00,4287.00,814.00,781.00,18.00,9.00,5.00,1.00,69760.00,6592.00,63168.00,62542.00,60641.00,1020.00,457.00,359.00,39.00,26.00,626.00,613.00,11.00,1.00,1.00,0.00,40342.00,35810.00,4532.00,,,,,,,,,,,,
Mobile County,AL,50.00,3.00,6.00,1.00,97.00,3184223082.00,1073750500.00,412992.00,178196.00,+30.6845730,-88.20,412992.00,406970.00,248647.00,142992.00,3681.00,7561.00,204.00,3885.00,6022.00,5579.00,1628.00,1541.00,795.00,72.00,450.00,463.00,182.00,35.00,156.00,34.00,5.00,49.00,48.00,103.00,18.00,416.00,22.00,5.00,0.00,412992.00,9936.00,403056.00,397809.00,243904.00,142272.00,3541.00,7507.00,157.00,428.00,5247.00,4885.00,343.00,16.00,3.00,0.00,309411.00,306134.00,195148.00,99886.00,2671.00,5626.00,152.00,2651.00,3277.00,3013.00,243.00,16.00,5.00,0.00,309411.00,6933.00,302478.00,299653.00,191785.00,99396.00,2564.00,5584.00,118.00,206.00,2825.00,2612.00,199.00,11.00,3.00,0.00,178196.00,158435.00,19761.00,,,,,,,,,,,,
Monroe County,AL,50.00,3.00,6.00,1.00,99.00,2656485275.00,22643193.00,23068.00,11333.00,+31.5803324,-87.38,23068.00,22734.00,12718.00,9614.00,260.00,67.00,9.00,66.00,334.00,325.00,114.00,132.00,25.00,3.00,9.00,28.00,2.00,1.00,5.00,1.00,2.00,1.00,0.00,2.00,0.00,9.00,0.00,0.00,0.00,23068.00,220.00,22848.00,22537.00,12621.00,9581.00,256.00,67.00,4.00,8.00,311.00,303.00,8.00,0.00,0.00,0.00,17227.00,17060.00,9902.00,6864.00,196.00,56.00,6.00,36.00,167.00,161.00,6.00,0.00,0.00,0.00,17227.00,140.00,17087.00,16930.00,9835.00,6841.00,194.00,56.00,3.00,1.00,157.00,152.00,5.00,0.00,0.00,0.00,11333.00,9214.00,2119.00,,,,,,,,,,,,
Montgomery County,AL,50.00,3.00,6.00,1.00,101.00,2031190777.00,40571253.00,229363.00,101641.00,+32.2036505,-86.20,229363.00,226457.00,90656.00,125477.00,589.00,4821.00,171.00,4743.00,2906.00,2631.00,826.00,373.00,418.00,33.00,219.00,295.00,217.00,36.00,97.00,14.00,1.00,11.00,35.00,43.00,13.00,257.00,16.00,2.00,0.00,229363.00,8314.00,221049.00,218610.00,88099.00,124928.00,520.00,4792.00,84.00,187.00,2439.00,2215.00,213.00,11.00,0.00,0.00,173196.00,171658.00,74205.00,90359.00,440.00,3450.00,131.00,3073.00,1538.00,1401.00,123.00,12.00,2.00,0.00,173196.00,5491.00,167705.00,166420.00,72450.00,89991.00,395.00,3425.00,68.00,91.00,1285.00,1167.00,108.00,10.00,0.00,0.00,101641.00,89981.00,11660.00,,,,,,,,,,,,
Morgan County,AL,50.00,3.00,6.00,1.00,103.00,1500476319.00,51064861.00,119490.00,51193.00,+34.4544844,-86.85,119490.00,117126.00,95404.00,14185.00,1042.00,691.00,107.00,5697.00,2364.00,2287.00,666.00,937.00,185.00,24.00,334.00,39.00,28.00,3.00,35.00,4.00,0.00,12.00,1.00,16.00,3.00,69.00,8.00,0.00,0.00,119490.00,9156.00,110334.00,108386.00,92585.00,14059.00,928.00,665.00,69.00,80.00,1948.00,1895.00,49.00,4.00,0.00,0.00,90866.00,89666.00,74736.00,10119.00,770.00,518.00,58.00,3465.00,1200.00,1158.00,38.00,4.00,0.00,0.00,90866.00,5591.00,85275.00,84265.00,72958.00,10031.00,706.00,508.00,37.00,25.00,1010.00,979.00,28.00,3.00,0.00,0.00,51193.00,47030.00,4163.00,,,,,,,,,,,,
Perry County,AL,50.00,3.00,6.00,1.00,105.00,1863920409.00,10918516.00,10591.00,4737.00,+32.6390053,-87.29,10591.00,10548.00,3204.00,7276.00,17.00,30.00,5.00,16.00,43.00,38.00,19.00,2.00,1.00,0.00,3.00,7.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,10591.00,114.00,10477.00,10442.00,3142.00,7244.00,17.00,30.00,5.00,4.00,35.00,34.00,1.00,0.00,0.00,0.00,8038.00,8013.00,2793.00,5174.00,15.00,22.00,2.00,7.00,25.00,20.00,5.00,0.00,0.00,0.00,8038.00,86.00,7952.00,7933.00,2744.00,5149.00,15.00,22.00,2.00,1.00,19.00,18.00,1.00,0.00,0.00,0.00,4737.00,3947.00,790.00,,,,,,,,,,,,
Pickens County,AL,50.00,3.00,6.00,1.00,107.00,2282837059.00,22578169.00,19746.00,9483.00,+33.2968085,-88.10,19746.00,19514.00,11110.00,8211.00,28.00,36.00,1.00,128.00,232.00,227.00,86.00,34.00,7.00,1.00,3.00,9.00,12.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,70.00,5.00,0.00,0.00,0.00,19746.00,313.00,19433.00,19275.00,11027.00,8169.00,28.00,32.00,1.00,18.00,158.00,153.00,5.00,0.00,0.00,0.00,15145.00,15016.00,8914.00,5966.00,26.00,25.00,1.00,84.00,129.00,127.00,2.00,0.00,0.00,0.00,15145.00,242.00,14903.00,14831.00,8846.00,5931.00,26.00,22.00,1.00,5.00,72.00,70.00,2.00,0.00,0.00,0.00,9483.00,8012.00,1471.00,,,,,,,,,,,,
Pike County,AL,50.00,3.00,6.00,1.00,109.00,1740715643.00,2362806.00,32899.00,15267.00,+31.7987263,-85.94,32899.00,32409.00,19144.00,12054.00,192.00,654.00,24.00,341.00,490.00,468.00,127.00,149.00,66.00,3.00,26.00,57.00,9.00,4.00,19.00,3.00,0.00,0.00,2.00,2.00,1.00,20.00,2.00,0.00,0.00,32899.00,730.00,32169.00,31727.00,18887.00,11990.00,185.00,645.00,6.00,14.00,442.00,423.00,17.00,2.00,0.00,0.00,26217.00,25919.00,15883.00,9042.00,148.00,601.00,17.00,228.00,298.00,279.00,18.00,1.00,0.00,0.00,26217.00,475.00,25742.00,25464.00,15716.00,8998.00,143.00,592.00,6.00,9.00,278.00,261.00,16.00,1.00,0.00,0.00,15267.00,13210.00,2057.00,,,,,,,,,,,,
Randolph County,AL,50.00,3.00,6.00,1.00,111.00,1503616599.00,9285288.00,22913.00,11982.00,+33.2964753,-85.46,22913.00,22652.00,17532.00,4607.00,84.00,55.00,5.00,369.00,261.00,252.00,100.00,95.00,9.00,2.00,30.00,13.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,22913.00,649.00,22264.00,22035.00,17280.00,4604.00,84.00,54.00,5.00,8.00,229.00,222.00,7.00,0.00,0.00,0.00,17440.00,17311.00,13688.00,3299.00,68.00,43.00,4.00,209.00,129.00,122.00,7.00,0.00,0.00,0.00,17440.00,372.00,17068.00,16954.00,13538.00,3297.00,68.00,42.00,4.00,5.00,114.00,109.00,5.00,0.00,0.00,0.00,11982.00,9164.00,2818.00,,,,,,,,,,,,
Russell County,AL,50.00,3.00,6.00,1.00,113.00,1660545751.00,15673340.00,52947.00,24595.00,+32.2898113,-85.19,52947.00,51843.00,28449.00,22135.00,219.00,236.00,113.00,691.00,1104.00,1018.00,330.00,224.00,157.00,27.00,84.00,66.00,32.00,19.00,45.00,5.00,2.00,9.00,9.00,3.00,6.00,81.00,5.00,0.00,0.00,52947.00,1946.00,51001.00,50096.00,27591.00,21926.00,189.00,223.00,112.00,55.00,905.00,844.00,59.00,2.00,0.00,0.00,39448.00,38926.00,22357.00,15678.00,162.00,206.00,77.00,446.00,522.00,500.00,21.00,1.00,0.00,0.00,39448.00,1195.00,38253.00,37811.00,21817.00,15557.00,145.00,197.00,76.00,19.00,442.00,424.00,18.00,0.00,0.00,0.00,24595.00,21229.00,3366.00,,,,,,,,,,,,
St. Clair County,AL,50.00,3.00,6.00,1.00,115.00,1636619393.00,56300062.00,83593.00,35541.00,+33.7129627,-86.32,83593.00,82470.00,73741.00,7150.00,281.00,518.00,46.00,734.00,1123.00,1079.00,322.00,414.00,135.00,20.00,127.00,20.00,14.00,0.00,10.00,0.00,0.00,8.00,3.00,5.00,1.00,26.00,4.00,14.00,0.00,83593.00,1716.00,81877.00,80914.00,72947.00,7098.00,252.00,512.00,41.00,64.00,963.00,926.00,22.00,4.00,11.00,0.00,63767.00,63182.00,56664.00,5436.00,223.00,380.00,31.00,448.00,585.00,556.00,17.00,2.00,10.00,0.00,63767.00,1053.00,62714.00,62195.00,56160.00,5405.00,206.00,376.00,27.00,21.00,519.00,493.00,17.00,2.00,7.00,0.00,35541.00,31624.00,3917.00,,,,,,,,,,,,
Shelby County,AL,50.00,3.00,6.00,1.00,117.00,2032960300.00,63700594.00,195085.00,80970.00,+33.2629366,-86.68,195085.00,192401.00,161943.00,20732.00,553.00,3726.00,74.00,5373.00,2684.00,2518.00,664.00,574.00,516.00,37.00,422.00,84.00,33.00,11.00,52.00,4.00,2.00,11.00,16.00,79.00,13.00,163.00,2.00,1.00,0.00,195085.00,11567.00,183518.00,181446.00,156371.00,20606.00,458.00,3699.00,62.00,250.00,2072.00,1935.00,135.00,1.00,1.00,0.00,145123.00,143706.00,122241.00,14916.00,430.00,2663.00,49.00,3407.00,1417.00,1319.00,96.00,1.00,1.00,0.00,145123.00,7336.00,137787.00,136701.00,118676.00,14847.00,368.00,2646.00,45.00,119.00,1086.00,1003.00,82.00,0.00,1.00,0.00,80970.00,74072.00,6898.00,,,,,,,,,,,,
Sumter County,AL,50.00,3.00,6.00,1.00,119.00,2341057426.00,24436353.00,13763.00,6786.00,+32.5974811,-88.20,13763.00,13716.00,3326.00,10316.00,11.00,33.00,4.00,26.00,47.00,32.00,14.00,5.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,13763.00,86.00,13677.00,13632.00,3304.00,10283.00,11.00,33.00,1.00,0.00,45.00,31.00,14.00,0.00,0.00,0.00,10695.00,10659.00,2875.00,7721.00,9.00,27.00,4.00,23.00,36.00,21.00,15.00,0.00,0.00,0.00,10695.00,72.00,10623.00,10589.00,2860.00,7692.00,9.00,27.00,1.00,0.00,34.00,20.00,14.00,0.00,0.00,0.00,6786.00,5629.00,1157.00,,,,,,,,,,,,
Talladega County,AL,50.00,3.00,6.00,1.00,121.00,1908239516.00,60944144.00,82291.00,37088.00,+33.3692774,-86.18,82291.00,81190.00,53739.00,26055.00,264.00,339.00,6.00,787.00,1101.00,1043.00,403.00,331.00,78.00,15.00,80.00,64.00,19.00,14.00,31.00,0.00,0.00,2.00,2.00,4.00,0.00,53.00,5.00,0.00,0.00,82291.00,1671.00,80620.00,79657.00,53079.00,25953.00,230.00,329.00,6.00,60.00,963.00,919.00,40.00,4.00,0.00,0.00,63006.00,62446.00,42286.00,19115.00,217.00,264.00,6.00,558.00,560.00,522.00,33.00,5.00,0.00,0.00,63006.00,1194.00,61812.00,61333.00,41823.00,19034.00,187.00,257.00,6.00,26.00,479.00,452.00,23.00,4.00,0.00,0.00,37088.00,31890.00,5198.00,,,,,,,,,,,,
Tallapoosa County,AL,50.00,3.00,6.00,1.00,123.00,1855780057.00,128808796.00,41616.00,22111.00,+32.8633694,-85.80,41616.00,41209.00,29087.00,11083.00,121.00,197.00,8.00,713.00,407.00,378.00,142.00,120.00,28.00,6.00,28.00,28.00,6.00,5.00,6.00,1.00,0.00,2.00,2.00,4.00,0.00,27.00,2.00,0.00,0.00,41616.00,1042.00,40574.00,40228.00,28838.00,11050.00,119.00,197.00,2.00,22.00,346.00,321.00,23.00,2.00,0.00,0.00,32397.00,32173.00,23438.00,7981.00,97.00,134.00,7.00,516.00,224.00,208.00,14.00,2.00,0.00,0.00,32397.00,721.00,31676.00,31490.00,23290.00,7957.00,96.00,134.00,2.00,11.00,186.00,174.00,10.00,2.00,0.00,0.00,22111.00,16985.00,5126.00,,,,,,,,,,,,
